date,p,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,dividend growth,dividend yield,u
1995.12,614.57,13.79,33.96,153.5,1995.96,5.71,936.1,21,51.73,25.03,0.221,0.022438453,313.75
1996.01,614.42,13.89,33.99,154.4,1996.04,5.65,930.42,21.04,51.47,24.76,0.324,0.022612057,316.1
1996.02,649.54,14,34.01,154.9,1996.12,5.81,980.42,21.13,51.34,25.98,0.322,0.021548634,318.46
1996.03,647.07,14.1,34.04,155.7,1996.21,6.27,971.68,21.17,51.12,25.63,0.319,0.021790533,320.81
1996.04,647.17,14.16,34.33,156.3,1996.29,6.51,968.1,21.18,51.35,25.43,0.174,0.021874778,322.1
1996.05,661.23,14.21,34.62,156.6,1996.37,6.74,987.23,21.22,51.69,25.81,0.173,0.021495244,323.38
1996.06,668.5,14.27,34.91,156.7,1996.46,6.91,997.45,21.29,52.09,25.97,0.173,0.021346298,324.67
1996.07,644.07,14.4,35.27,157,1996.54,6.87,959.16,21.44,52.53,24.86,0.394,0.022357818,327.63
1996.08,662.68,14.53,35.64,157.3,1996.62,6.64,985,21.6,52.97,25.41,0.39,0.021926118,330.59
1996.09,674.88,14.66,36,157.8,1996.71,6.83,999.95,21.72,53.34,25.68,0.387,0.02172238,333.55
1996.1,701.46,14.74,36.91,158.3,1996.79,6.53,1036.05,21.77,54.52,26.48,0.236,0.021013315,335.37
1996.11,735.67,14.82,37.82,158.6,1996.87,6.2,1084.52,21.85,55.75,27.59,0.235,0.020144902,337.19
1996.12,743.25,14.9,38.73,158.6,1996.96,6.3,1095.7,21.97,57.1,27.72,0.234,0.02004709,339.01
1997.01,766.22,14.95,39.23,159.1,1997.04,6.58,1126.01,21.97,57.66,28.33,0.155,0.019515674,340.22
1997.02,798.39,15.01,39.74,159.6,1997.12,6.42,1169.61,21.98,58.21,29.27,0.155,0.018796202,341.44
1997.03,792.16,15.06,40.24,160,1997.21,6.69,1157.58,22.01,58.8,28.8,0.154,0.019011311,342.65
1997.04,763.93,15.09,40.34,160.2,1997.29,6.89,1114.94,22.03,58.88,27.59,0.096,0.019757439,343.41
1997.05,833.09,15.13,40.45,160.1,1997.37,6.71,1216.63,22.09,59.07,29.93,0.096,0.018157342,344.17
1997.06,876.29,15.16,40.55,160.3,1997.46,6.49,1278.12,22.11,59.14,31.26,0.096,0.017300209,344.92
1997.07,925.29,15.22,40.58,160.5,1997.54,6.22,1347.91,22.17,59.11,32.77,0.162,0.016445331,346.21
1997.08,927.24,15.27,40.61,160.8,1997.62,6.3,1348.23,22.21,59.05,32.59,0.161,0.016471787,347.5
1997.09,937.02,15.33,40.64,161.2,1997.71,6.21,1359.07,22.23,58.95,32.67,0.161,0.016360377,348.79
1997.1,951.16,15.39,40.33,161.6,1997.79,6.03,1376.17,22.26,58.36,32.9,0.16,0.016176774,350.08
1997.11,938.92,15.44,40.03,161.5,1997.87,5.88,1359.3,22.36,57.95,32.34,0.159,0.01644794,351.37
1997.12,962.37,15.5,39.72,161.3,1997.96,5.81,1394.98,22.47,57.57,33.03,0.159,0.016106071,352.66
1998.01,963.36,15.55,39.66,161.6,1998.04,5.54,1393.82,22.5,57.38,32.86,0.14,0.016141422,353.8
1998.02,1023.74,15.6,39.6,161.9,1998.12,5.57,1478.43,22.53,57.19,34.71,0.139,0.015238244,354.93
1998.03,1076.83,15.65,39.54,162.2,1998.21,5.65,1552.23,22.56,57,36.3,0.139,0.014533399,356.07
1998.04,1112.2,15.75,39.35,162.5,1998.29,5.64,1600.25,22.66,56.62,37.28,0.277,0.014161122,358.35
1998.05,1108.42,15.85,39.16,162.8,1998.37,5.65,1591.87,22.76,56.24,36.96,0.275,0.014299634,360.62
1998.06,1108.39,15.95,38.97,163,1998.46,5.5,1589.88,22.88,55.9,36.8,0.273,0.014390242,362.9
1998.07,1156.58,16.02,38.68,163.2,1998.54,5.46,1656.97,22.95,55.41,38.26,0.181,0.013848329,364.42
1998.08,1074.62,16.08,38.38,163.4,1998.62,5.34,1537.67,23.01,54.92,35.42,0.18,0.0149665,365.93
1998.09,1020.64,16.15,38.09,163.6,1998.71,4.81,1458.64,23.08,54.44,33.53,0.18,0.015823405,367.45
1998.1,1032.47,16.17,37.96,164,1998.79,4.53,1471.95,23.05,54.12,33.77,0.045,0.015658276,367.83
1998.11,1144.43,16.18,37.84,164,1998.87,4.83,1631.56,23.07,53.94,37.37,0.045,0.014140926,368.21
1998.12,1190.05,16.2,37.71,163.9,1998.96,4.65,1697.64,23.11,53.79,38.82,0.045,0.013612873,368.59
1999.01,1248.77,16.28,37.93,164.3,1999.04,4.72,1777.07,23.17,53.98,40.58,0.223,0.013039498,370.48
1999.02,1246.58,16.37,38.16,164.5,1999.12,5,1771.79,23.26,54.23,40.4,0.222,0.013129255,372.38
1999.03,1281.66,16.45,38.38,165,1999.21,5.23,1816.13,23.31,54.39,41.36,0.221,0.012834917,374.27
1999.04,1334.76,16.37,39.26,166.2,1999.29,5.18,1877.72,23.03,55.23,42.71,-0.212,0.012264377,372.45
1999.05,1332.07,16.29,40.14,166.2,1999.37,5.54,1873.94,22.92,56.47,42.56,-0.213,0.012229087,370.63
1999.06,1322.55,16.21,41.02,166.2,1999.46,5.9,1860.54,22.8,57.71,42.18,-0.214,0.012256625,368.81
1999.07,1380.99,16.29,42,166.7,1999.54,5.79,1936.93,22.85,58.91,43.83,0.223,0.011798299,370.71
1999.08,1327.49,16.38,42.98,167.1,1999.62,5.94,1857.44,22.91,60.14,41.93,0.222,0.012336565,372.61
1999.09,1318.17,16.46,43.96,167.9,1999.71,5.92,1835.61,22.92,61.22,41.32,0.22,0.012487009,374.5
1999.1,1300.01,16.47,45.36,168.2,1999.79,6.11,1807.09,22.89,63.06,40.55,0.018,0.012666569,374.65
1999.11,1391,16.47,46.77,168.3,1999.87,6.03,1932.42,22.89,64.97,43.21,0.018,0.011842799,374.8
1999.12,1428.68,16.48,48.17,168.3,1999.96,6.28,1984.77,22.89,66.92,44.2,0.018,0.011535123,374.96
2000.01,1425.59,16.57,49.09,168.8,2000.04,6.66,1974.61,22.96,68,43.77,0.245,0.011625596,377.08
2000.02,1388.87,16.67,50.02,169.8,2000.12,6.52,1912.42,22.95,68.87,42.19,0.244,0.012000163,379.2
2000.03,1442.21,16.76,50.94,171.2,2000.21,6.26,1969.63,22.89,69.57,43.22,0.243,0.011621054,381.33
2000.04,1461.36,16.74,51.27,171.3,2000.29,5.99,1994.61,22.85,69.97,43.53,-0.052,0.011455083,380.87
2000.05,1418.48,16.72,51.59,171.5,2000.37,6.44,1933.83,22.79,70.34,41.97,-0.052,0.011787265,380.42
2000.06,1461.96,16.7,51.92,172.4,2000.46,6.1,1982.7,22.65,70.41,42.78,-0.052,0.011423021,379.96
2000.07,1473,16.58,52.51,172.8,2000.54,6.05,1993.05,22.43,71.05,42.76,-0.313,0.01125594,377.23
2000.08,1485.46,16.46,53.11,172.8,2000.62,5.83,2009.91,22.27,71.86,42.87,-0.315,0.011080743,374.5
2000.09,1468.05,16.34,53.7,173.7,2000.71,5.8,1976.06,21.99,72.28,41.9,-0.318,0.011130411,371.77
2000.1,1390.14,16.32,52.47,174,2000.79,5.74,1867.96,21.93,70.5,39.37,-0.062,0.011737427,371.24
2000.11,1378.04,16.29,51.23,174.1,2000.87,5.72,1850.64,21.88,68.8,38.78,-0.062,0.011823556,370.71
2000.12,1330.93,16.27,50,174,2000.96,5.24,1788.4,21.86,67.19,37.28,-0.062,0.012224535,370.18
2001.01,1335.63,16.17,48.48,175.1,2001.04,5.16,1783.44,21.59,64.73,36.98,-0.268,0.012106646,367.9
2001.02,1305.75,16.07,46.96,175.8,2001.12,5.1,1736.6,21.37,62.46,35.84,-0.269,0.012307103,365.63
2001.03,1185.85,15.97,45.44,176.2,2001.21,4.89,1573.56,21.19,60.3,32.33,-0.271,0.013467133,363.35
2001.04,1189.84,15.88,42.56,176.9,2001.29,5.14,1572.6,20.98,56.25,32.17,-0.255,0.013343531,361.23
2001.05,1270.37,15.78,39.67,177.7,2001.37,5.39,1671.48,20.77,52.2,34.08,-0.256,0.012424202,359.11
2001.06,1238.71,15.69,36.79,178,2001.46,5.28,1627.08,20.61,48.32,33.07,-0.258,0.012666403,356.98
2001.07,1204.45,15.71,33.96,177.5,2001.54,5.24,1586.53,20.69,44.74,32.16,0.046,0.01304053,357.36
2001.08,1178.5,15.72,31.14,177.5,2001.62,4.97,1552.35,20.71,41.01,31.4,0.046,0.013341819,357.74
2001.09,1044.64,15.74,28.31,178.3,2001.71,4.73,1369.85,20.64,37.12,27.67,0.046,0.015067392,358.12
2001.1,1076.59,15.74,27.1,177.7,2001.79,4.57,1416.52,20.71,35.66,28.58,0,0.014620236,358.12
2001.11,1129.68,15.74,25.9,177.4,2001.87,4.65,1488.88,20.74,34.13,30.01,0,0.013933149,358.12
2001.12,1144.93,15.74,24.69,176.7,2001.96,5.09,1514.96,20.83,32.67,30.5,0,0.013747565,358.12
2002.01,1140.21,15.74,24.69,177.1,2002.04,5.04,1505.31,20.78,32.6,30.28,-0.009,0.013801551,358.04
2002.02,1100.67,15.73,24.7,177.8,2002.12,4.91,1447.39,20.69,32.48,29.09,-0.009,0.014294324,357.97
2002.03,1153.79,15.73,24.7,178.8,2002.21,5.28,1508.75,20.57,32.3,30.29,-0.009,0.01363333,357.89
2002.04,1111.93,15.83,25.38,179.8,2002.29,5.21,1445.93,20.58,33,29.01,0.275,0.014236508,360.17
2002.05,1079.25,15.93,26.06,179.8,2002.37,5.16,1403.43,20.72,33.89,28.13,0.273,0.01476025,362.44
2002.06,1014.02,16.03,26.74,179.9,2002.46,4.93,1317.88,20.83,34.75,26.39,0.272,0.015808367,364.72
2002.07,903.59,15.95,27.94,180.1,2002.54,4.65,1173.05,20.71,36.27,23.46,-0.217,0.017651811,362.9
2002.08,912.55,15.87,29.14,180.7,2002.62,4.26,1180.75,20.53,37.7,23.59,-0.218,0.017390828,361.08
2002.09,867.81,15.79,30.34,181,2002.71,3.87,1121,20.4,39.19,22.36,-0.219,0.018195227,359.26
2002.1,854.63,15.88,29.42,181.3,2002.79,3.94,1102.15,20.48,37.94,21.95,0.256,0.018585041,361.38
2002.11,909.93,15.98,28.51,181.3,2002.87,4.05,1173.46,20.6,36.76,23.34,0.254,0.017558127,363.5
2002.12,899.18,16.07,27.59,180.9,2002.96,4.03,1162.16,20.77,35.66,23.1,0.253,0.017871839,365.63
2003.01,895.84,16.12,28.5,181.7,2003.04,4.05,1152.75,20.74,36.67,22.89,0.135,0.017994285,366.77
2003.02,837.03,16.17,29.41,183.1,2003.12,3.9,1068.84,20.65,37.55,21.21,0.134,0.019318304,367.9
2003.03,846.63,16.22,30.32,184.2,2003.21,3.81,1074.64,20.59,38.49,21.31,0.134,0.01915831,369.04
2003.04,890.03,16.2,31.73,183.8,2003.29,3.96,1132.19,20.61,40.36,22.42,-0.045,0.018205379,368.66
2003.05,935.96,16.19,33.14,183.5,2003.37,3.57,1192.56,20.62,42.23,23.59,-0.045,0.017294186,368.28
2003.06,988,16.17,34.55,183.7,2003.46,3.33,1257.5,20.58,43.97,24.83,-0.045,0.016366397,367.9
2003.07,992.54,16.31,35.89,183.9,2003.54,3.98,1261.9,20.74,45.63,24.86,0.374,0.016432587,371.09
2003.08,989.53,16.45,37.24,184.6,2003.62,4.45,1253.3,20.83,47.16,24.64,0.371,0.016624054,374.27
2003.09,1019.44,16.59,38.58,185.2,2003.71,4.27,1287,20.94,48.71,25.24,0.368,0.01627364,377.46
2003.1,1038.73,16.86,41.97,185,2003.79,4.29,1312.77,21.3,53.04,25.68,0.693,0.01622815,383.53
2003.11,1049.9,17.12,45.35,184.5,2003.87,4.3,1330.49,21.7,57.47,25.94,0.682,0.01630949,389.59
2003.12,1080.64,17.39,48.74,184.3,2003.96,4.27,1370.93,22.06,61.83,26.63,0.671,0.016092316,395.66
2004.01,1132.52,17.6,49.83,185.2,2004.04,4.15,1429.76,22.22,62.9,27.65,0.521,0.015540564,400.44
2004.02,1143.36,17.81,50.91,186.2,2004.12,4.08,1435.7,22.36,63.93,27.65,0.515,0.015576896,405.22
2004.03,1123.98,18.02,52,187.4,2004.21,3.83,1402.32,22.48,64.88,26.88,0.509,0.016032314,409.99
2004.04,1133.36,18.21,53.38,188,2004.29,4.35,1409.51,22.65,66.39,26.9,0.463,0.01607021,414.39
2004.05,1102.78,18.41,54.77,189.1,2004.37,4.72,1363.5,22.76,67.71,25.9,0.459,0.01669115,418.79
2004.06,1132.76,18.6,56.15,189.7,2004.46,4.73,1396.14,22.92,69.21,26.4,0.454,0.016420071,423.19
2004.07,1105.85,18.79,56.69,189.4,2004.54,4.5,1365.13,23.19,69.98,25.69,0.434,0.01698844,427.44
2004.08,1088.94,18.97,57.23,189.5,2004.62,4.28,1343.55,23.41,70.61,25.17,0.429,0.017423672,431.69
2004.09,1117.66,19.16,57.77,189.9,2004.71,4.13,1376.08,23.59,71.13,25.66,0.425,0.017142959,435.93
2004.1,1117.21,19.25,58.03,190.9,2004.79,4.1,1368.32,23.58,71.07,25.41,0.211,0.017233406,438.06
2004.11,1168.94,19.35,58.29,191,2004.87,4.19,1430.93,23.68,71.35,26.46,0.21,0.016550607,440.18
2004.12,1199.21,19.44,58.55,190.3,2004.96,4.23,1473.38,23.88,71.94,27.14,0.209,0.016210672,442.3
2005.01,1181.41,19.7,59.14,190.7,2005.04,4.22,1448.47,24.16,72.51,26.58,0.584,0.016677812,448.29
2005.02,1199.63,19.97,59.73,191.8,2005.12,4.17,1462.37,24.34,72.81,26.74,0.577,0.016644021,454.29
2005.03,1194.9,20.23,60.32,193.3,2005.21,4.5,1445.3,24.47,72.96,26.33,0.569,0.016930287,460.28
2005.04,1164.43,20.46,61.33,194.6,2005.29,4.34,1399.04,24.59,73.69,25.4,0.498,0.017573691,465.59
2005.05,1178.28,20.7,62.35,194.4,2005.37,4.14,1417.13,24.89,74.99,25.64,0.492,0.017565151,470.89
2005.06,1202.25,20.93,63.36,194.5,2005.46,4,1445.22,25.16,76.16,26.06,0.487,0.017409025,476.2
2005.07,1222.24,21.11,64.43,195.4,2005.54,4.18,1462.48,25.26,77.09,26.28,0.379,0.017274294,480.37
2005.08,1224.27,21.3,65.5,196.4,2005.62,4.26,1457.45,25.35,77.98,26.1,0.375,0.0173954,484.55
2005.09,1225.92,21.48,66.57,198.8,2005.71,4.2,1441.8,25.26,78.29,25.72,0.372,0.017521535,488.72
2005.1,1191.96,21.73,67.69,199.2,2005.79,4.46,1399.04,25.5,79.45,24.87,0.496,0.018227681,494.33
2005.11,1237.37,21.97,68.81,197.6,2005.87,4.54,1464.1,26,81.42,25.92,0.49,0.017758094,499.94
2005.12,1262.07,22.22,69.93,196.8,2005.96,4.47,1499.4,26.4,83.08,26.43,0.485,0.017605996,505.55
2006.01,1278.73,22.41,70.84,198.3,2006.04,4.42,1507.7,26.42,83.53,26.46,0.37,0.017525201,509.88
2006.02,1276.65,22.6,71.76,198.7,2006.12,4.57,1502.22,26.59,84.44,26.24,0.367,0.017702581,514.2
2006.03,1293.74,22.79,72.67,199.8,2006.21,4.72,1513.95,26.67,85.04,26.32,0.364,0.017615595,518.52
2006.04,1302.17,23.01,73.28,201.5,2006.29,4.99,1510.96,26.7,85.03,26.14,0.411,0.017667944,523.45
2006.05,1290.01,23.22,73.88,202.5,2006.37,5.11,1489.45,26.81,85.31,25.64,0.407,0.018002444,528.38
2006.06,1253.17,23.44,74.49,202.9,2006.46,5.11,1444.07,27.01,85.84,24.74,0.403,0.018704565,533.31
2006.07,1260.24,23.66,75.85,203.5,2006.54,5.09,1447.93,27.18,87.15,24.69,0.406,0.018774202,538.32
2006.08,1287.15,23.88,77.21,203.9,2006.62,4.88,1475.95,27.38,88.54,25.04,0.402,0.018552616,543.32
2006.09,1317.74,24.1,78.57,202.9,2006.71,4.72,1518.47,27.77,90.54,25.63,0.398,0.018288889,548.33
2006.1,1363.38,24.36,79.55,201.8,2006.79,4.73,1579.63,28.22,92.17,26.53,0.466,0.017867359,554.24
2006.11,1388.64,24.62,80.53,201.5,2006.87,4.6,1611.29,28.57,93.44,26.92,0.461,0.017729577,560.16
2006.12,1416.42,24.88,81.51,201.8,2006.96,4.56,1641.08,28.83,94.44,27.27,0.456,0.017565411,566.07
2007.01,1424.16,25.08,82.06,202.416,2007.04,4.76,1645.03,28.97,94.78,27.2,0.353,0.017612721,570.7
2007.02,1444.8,25.29,82.6,203.499,2007.12,4.72,1659.99,29.05,94.91,27.31,0.351,0.017501846,575.33
2007.03,1406.95,25.49,83.15,205.352,2007.21,4.56,1601.91,29.02,94.67,26.22,0.348,0.018117204,579.95
2007.04,1463.64,25.72,83.74,206.686,2007.29,4.69,1655.7,29.09,94.73,26.97,0.384,0.01757035,585.11
2007.05,1511.14,25.94,84.33,207.949,2007.37,4.75,1699.05,29.17,94.82,27.54,0.381,0.017168054,590.27
2007.06,1514.19,26.17,84.92,208.352,2007.46,5.1,1699.19,29.37,95.3,27.41,0.378,0.017283168,595.43
2007.07,1520.71,26.44,82.81,208.299,2007.54,5,1706.94,29.67,92.95,27.4,0.44,0.017384424,601.49
2007.08,1454.62,26.7,80.71,207.917,2007.62,4.67,1635.76,30.03,90.76,26.14,0.436,0.018357601,607.56
2007.09,1497.12,26.97,78.6,208.49,2007.71,4.52,1678.92,30.25,88.14,26.72,0.432,0.018014588,613.63
2007.1,1539.66,27.22,74.46,208.936,2007.79,4.53,1722.94,30.46,83.32,27.31,0.406,0.017681393,619.39
2007.11,1463.39,27.48,70.32,210.177,2007.87,4.15,1627.92,30.57,78.23,25.72,0.402,0.018776038,625.15
2007.12,1479.22,27.73,66.18,210.036,2007.96,4.1,1646.64,30.87,73.67,25.95,0.399,0.018746366,630.92
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1527.22,30.93,71.17,24.01,0.297,0.02025008,635.24
2008.02,1354.87,28.11,62.32,211.693,2008.12,3.74,1496.41,31.05,68.83,23.49,0.295,0.020747378,639.56
2008.03,1316.94,28.3,60.39,213.528,2008.21,3.51,1442.02,30.99,66.13,22.6,0.293,0.02148921,643.89
2008.04,1370.47,28.44,57.38,214.823,2008.29,3.68,1491.58,30.95,62.45,23.35,0.209,0.020749573,647
2008.05,1403.22,28.57,54.38,216.632,2008.37,3.88,1514.47,30.84,58.69,23.69,0.208,0.02036269,650.11
2008.06,1341.25,28.71,51.37,218.815,2008.46,4.1,1433.15,30.68,54.89,22.41,0.207,0.021405405,653.22
2008.07,1257.33,28.76,49.56,219.964,2008.54,4.01,1336.46,30.57,52.68,20.9,0.071,0.022871217,654.28
2008.08,1281.47,28.8,47.76,219.086,2008.62,3.89,1367.58,30.74,50.97,21.39,0.07,0.022476791,655.34
2008.09,1216.95,28.85,45.95,218.783,2008.71,3.69,1300.52,30.83,49.11,20.36,0.07,0.023706808,656.4
2008.1,968.8,28.7,35.59,216.573,2008.79,3.81,1045.9,30.98,38.43,16.38,-0.231,0.029620837,652.91
2008.11,883.04,28.54,25.24,212.425,2008.87,3.53,971.93,31.42,27.78,15.25,-0.233,0.032323942,649.42
2008.12,877.56,28.39,14.88,210.228,2008.96,2.42,975.99,31.57,16.55,15.37,-0.234,0.032351064,645.93
2009.01,865.58,28.01,12.21,211.143,2009.04,2.52,958.49,31.02,13.52,15.17,-0.585,0.032359805,637.29
2009.02,805.23,27.63,9.53,212.193,2009.12,2.87,887.25,30.44,10.5,14.12,-0.593,0.034313178,628.64
2009.03,757.13,27.25,6.86,212.709,2009.21,2.82,832.23,29.95,7.54,13.32,-0.601,0.035991177,620
2009.04,848.15,26.7,7.08,213.24,2009.29,2.93,929.96,29.27,7.76,14.98,-0.891,0.03147635,607.41
2009.05,902.41,26.14,7.29,213.856,2009.37,3.29,986.6,28.58,7.97,15.99,-0.91,0.028970571,594.82
2009.06,926.12,25.59,7.51,215.693,2009.46,3.72,1003.9,27.74,8.14,16.38,-0.929,0.027631408,582.23
2009.07,935.82,25.03,9.19,215.351,2009.54,3.56,1016.02,27.17,9.97,16.69,-0.967,0.026743035,569.41
2009.08,1009.73,24.46,10.86,215.834,2009.62,3.59,1093.82,26.5,11.77,18.09,-0.989,0.024227599,556.59
2009.09,1044.55,23.9,12.54,215.969,2009.71,3.4,1130.83,25.87,13.58,18.83,-1.012,0.022880666,543.78
2009.1,1067.66,23.4,25.35,216.177,2009.79,3.39,1154.74,25.31,27.42,19.35,-0.912,0.021920212,532.48
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.4,1175.98,24.76,41.24,19.81,-0.932,0.021052567,521.18
2009.12,1110.38,22.41,50.97,215.949,2009.96,3.59,1202.21,24.26,55.19,20.32,-0.952,0.02018228,509.88
2010.01,1123.58,22.24,54.29,216.687,2010.04,3.73,1212.36,24,58.58,20.52,-0.324,0.01979684,506.08
2010.02,1089.16,22.08,57.61,216.741,2010.12,3.69,1174.92,23.82,62.15,19.91,-0.327,0.020269443,502.29
2010.03,1152.05,21.91,60.93,217.631,2010.21,3.73,1237.68,23.54,65.46,21,-0.329,0.019018272,498.5
2010.04,1197.32,21.95,62.99,218.009,2010.29,3.85,1284.09,23.54,67.55,21.8,0.086,0.018335393,499.49
2010.05,1125.06,22,65.04,218.178,2010.37,3.42,1205.66,23.57,69.7,20.47,0.086,0.01955155,500.47
2010.06,1083.36,22.04,67.1,217.965,2010.46,3.2,1162.1,23.64,71.98,19.73,0.085,0.020344115,501.46
2010.07,1079.8,22.15,68.69,218.011,2010.54,3.01,1158.04,23.75,73.66,19.66,0.21,0.020509971,503.89
2010.08,1087.28,22.25,70.27,218.312,2010.62,2.7,1164.45,23.83,75.26,19.76,0.209,0.020466976,506.31
2010.09,1122.08,22.36,71.86,218.439,2010.71,2.65,1201.03,23.93,76.92,20.37,0.208,0.019927278,508.74
2010.1,1171.58,22.48,73.69,218.711,2010.79,2.54,1252.45,24.04,78.78,21.23,0.239,0.019190609,511.55
2010.11,1198.89,22.61,75.52,218.803,2010.87,2.76,1281.11,24.16,80.7,21.69,0.238,0.018856331,514.35
2010.12,1241.53,22.73,77.35,219.179,2010.96,3.29,1324.39,24.25,82.51,22.39,0.236,0.018308055,517.16
2011.01,1282.62,22.96,78.67,220.223,2011.04,3.39,1361.74,24.38,83.52,22.97,0.444,0.017903458,522.47
2011.02,1321.12,23.2,79.99,221.309,2011.12,3.58,1395.73,24.51,84.51,23.48,0.439,0.017558334,527.78
2011.03,1304.49,23.43,81.31,223.467,2011.21,3.41,1364.85,24.51,85.07,22.89,0.435,0.017961042,533.08
2011.04,1331.51,23.73,82.16,224.906,2011.29,3.46,1384.21,24.67,85.42,23.14,0.559,0.017824375,539.99
2011.05,1338.31,24.04,83.02,225.964,2011.37,3.17,1384.77,24.87,85.9,23.05,0.552,0.017960463,546.89
2011.06,1287.29,24.34,83.87,225.722,2011.46,3,1333.4,25.21,86.87,22.09,0.545,0.018907938,553.79
2011.07,1325.19,24.62,84.91,225.922,2011.54,3,1371.45,25.48,87.87,22.6,0.497,0.018578468,560.16
2011.08,1185.31,24.9,85.94,226.545,2011.62,2.3,1223.31,25.7,88.7,20.04,0.491,0.021007163,566.53
2011.09,1173.88,25.18,86.98,226.889,2011.71,1.98,1209.68,25.95,89.63,19.69,0.486,0.021450233,572.9
2011.1,1207.22,25.6,86.97,226.421,2011.79,2.15,1246.6,26.43,89.81,20.15,0.713,0.021202984,582.38
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1267.5,26.88,89.87,20.34,0.701,0.021210787,591.86
2011.12,1243.32,26.43,86.95,225.672,2011.96,1.98,1288.14,27.38,90.08,20.52,0.69,0.021257601,601.34
2012.01,1300.58,26.74,87.48,226.665,2012.04,1.97,1341.56,27.58,90.24,21.21,0.501,0.020557495,608.32
2012.02,1352.49,27.04,88.01,227.663,2012.12,1.97,1388.99,27.77,90.39,21.79,0.495,0.019995219,615.3
2012.03,1389.24,27.35,88.54,229.392,2012.21,2.17,1415.98,27.88,90.24,22.05,0.49,0.019687023,622.27
2012.04,1386.43,27.67,88.33,230.085,2012.29,2.05,1408.86,28.12,89.76,21.77,0.51,0.019960137,629.63
2012.05,1341.27,28,88.13,229.815,2012.37,1.8,1364.57,28.48,89.66,20.93,0.504,0.020873252,636.99
2012.06,1323.48,28.32,87.92,229.478,2012.46,1.62,1348.45,28.85,89.58,20.54,0.499,0.021398132,644.34
2012.07,1359.78,28.74,87.45,229.104,2012.54,1.53,1387.7,29.33,89.24,20.99,0.644,0.021138223,653.97
2012.08,1403.45,29.17,86.97,230.379,2012.62,1.68,1424.34,29.6,88.27,21.4,0.635,0.02078212,663.61
2012.09,1443.42,29.59,86.5,231.407,2012.71,1.72,1458.39,29.9,87.4,21.78,0.626,0.020499924,673.24
2012.1,1437.82,30.14,86.5,231.317,2012.79,1.75,1453.3,30.47,87.43,21.57,0.805,0.020964608,685.83
2012.11,1394.51,30.7,86.51,230.221,2012.87,1.65,1416.24,31.17,87.85,20.89,0.79,0.022012511,698.42
2012.12,1422.29,31.25,86.51,229.601,2012.96,1.72,1448.35,31.82,88.1,21.23,0.776,0.021971609,711.01
2013.01,1480.4,31.54,86.91,230.28,2013.04,1.91,1503.08,32.02,88.24,21.9,0.397,0.021302801,717.53
2013.02,1512.31,31.82,87.3,232.166,2013.12,1.98,1523,32.05,87.92,22.05,0.393,0.021042864,724.05
2013.03,1550.83,32.11,87.7,232.773,2013.21,1.96,1557.72,32.25,88.09,22.42,0.389,0.020705042,730.57
2013.04,1570.7,32.5,88.78,232.531,2013.29,1.76,1579.32,32.68,89.27,22.59,0.52,0.020689289,739.37
2013.05,1639.84,32.88,89.87,232.945,2013.37,1.93,1645.91,33.01,90.2,23.41,0.514,0.020052769,748.17
2013.06,1618.77,33.27,90.95,233.504,2013.46,2.3,1620.88,33.31,91.07,22.92,0.508,0.020552642,756.97
2013.07,1668.68,33.65,92.09,233.596,2013.54,2.58,1670.19,33.68,92.17,23.49,0.489,0.020163642,765.54
2013.08,1670.09,34.02,93.23,233.877,2013.62,2.74,1669.6,34.01,93.2,23.35,0.483,0.020372156,774.11
2013.09,1687.17,34.4,94.37,234.149,2013.71,2.81,1684.71,34.35,94.23,23.44,0.478,0.020389172,782.68
2013.1,1720.03,34.6,96.31,233.546,2013.79,2.62,1721.96,34.64,96.42,23.83,0.248,0.02011399,787.15
2013.11,1783.54,34.79,98.26,233.069,2013.87,2.72,1789.19,34.9,98.57,24.64,0.246,0.01950802,791.62
2013.12,1807.78,34.99,100.2,233.049,2013.96,2.9,1813.67,35.1,100.53,24.86,0.245,0.019355231,796.1
2014.01,1822.36,35.4,100.42,233.916,2014.04,2.86,1821.52,35.39,100.37,24.86,0.51,0.01942719,805.5
2014.02,1817.04,35.82,100.63,234.781,2014.12,2.71,1809.51,35.67,100.22,24.59,0.504,0.019711546,814.91
2014.03,1863.52,36.23,100.85,236.293,2014.21,2.72,1843.92,35.85,99.79,24.95,0.498,0.019441702,824.31
2014.04,1864.26,36.61,101.61,237.072,2014.29,2.71,1838.59,36.11,100.21,24.78,0.457,0.019639607,833.03
2014.05,1889.77,37,102.36,237.9,2014.37,2.56,1857.26,36.36,100.6,24.94,0.452,0.019577338,841.76
2014.06,1947.09,37.38,103.12,238.343,2014.46,2.6,1910.04,36.67,101.16,25.55,0.448,0.01919788,850.48
2014.07,1973.1,37.75,104.07,238.25,2014.54,2.54,1936.31,37.05,102.13,25.81,0.428,0.01913233,858.9
2014.08,1961.53,38.12,105.01,237.852,2014.62,2.42,1928.18,37.47,103.23,25.61,0.424,0.019433809,867.31
2014.09,1993.23,38.49,105.96,238.031,2014.71,2.53,1957.87,37.81,104.08,25.91,0.42,0.019310366,875.73
