date,p,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,dividend growth,dividend yield,u
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,144.71,6.67,9.68,15.62,0,0.046121593,5.01
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,149.57,6.67,9.81,16.16,0,0.044624746,5.01
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,163.72,6.76,10.06,17.71,0,0.041275797,5.01
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,163.72,6.76,10.19,17.72,0,0.041275797,5.01
1891.11,5.25,0.22,0.34,7.52,1891.87,3.6,163.31,6.84,10.45,17.67,0,0.041904762,5.01
1891.12,5.41,0.22,0.34,7.52,1891.96,3.6,168.28,6.84,10.58,18.21,0,0.040665434,5.01
1892.01,5.51,0.22,0.34,7.33,1892.04,3.6,175.85,7.08,10.93,19.02,0.334,0.040235935,5.04
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,176.16,7.13,11.01,19.04,0.312,0.040452899,5.08
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,182.83,7.37,11.39,19.74,0.329,0.040322581,5.12
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,184.97,7.53,11.62,19.94,0.327,0.04070018,5.16
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,184.97,7.58,11.71,19.91,0.305,0.040987433,5.19
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,183.97,7.64,11.79,19.77,0.322,0.041516245,5.23
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,179.13,7.49,11.56,19.21,0.32,0.041823105,5.27
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,179.36,7.45,11.49,19.2,0.299,0.041512456,5.31
1892.09,5.48,0.24,0.36,7.33,1892.71,3.7,174.89,7.5,11.57,18.69,0.315,0.042883212,5.35
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,178.4,7.55,11.65,19.04,0.313,0.04234347,5.39
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,173.26,7.41,11.43,18.46,0.293,0.042782765,5.42
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,169.25,7.37,11.37,18.01,0.309,0.043557169,5.46
1893.01,5.61,0.24,0.36,7.9,1893.04,3.75,166.09,7.13,10.68,17.66,0.145,0.042923351,5.48
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,161.19,7.07,10.29,17.13,0.162,0.043865699,5.5
1893.03,5.31,0.24,0.34,7.8,1893.21,3.74,159.13,7.27,10.26,16.9,0.144,0.04566855,5.52
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,161.09,7.38,10.11,17.1,0.143,0.045819209,5.54
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,148.67,7.5,9.96,15.78,0.16,0.050454545,5.56
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,145.24,7.72,9.92,15.42,0.142,0.053145336,5.57
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,135.16,7.95,9.89,14.35,0.142,0.058803828,5.59
1893.08,4.08,0.25,0.3,6.95,1893.62,3.72,137.34,8.3,9.99,14.59,0.159,0.060465686,5.61
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,141.3,8,9.3,15.01,0.141,0.056636156,5.63
1893.1,4.5,0.25,0.28,7.33,1893.79,3.71,143.61,7.92,8.88,15.27,0.14,0.055177778,5.65
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,149.74,8.17,8.82,15.94,0.157,0.05452954,5.67
1893.12,4.41,0.25,0.26,7.04,1893.96,3.7,146.45,8.3,8.63,15.61,0.139,0.056689342,5.69
1894.01,4.32,0.25,0.25,6.85,1894.04,3.7,147.44,8.42,8.59,15.74,-0.577,0.057106481,5.61
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,151.6,8.42,8.42,16.2,-0.603,0.055547945,5.54
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,160.62,8.55,8.37,17.19,-0.593,0.053215078,5.46
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,162.76,8.43,8.07,17.43,-0.601,0.051794311,5.39
1894.05,4.4,0.23,0.22,6.57,1894.37,3.62,156.7,8.31,7.77,16.81,-0.628,0.053022727,5.31
1894.06,4.34,0.23,0.21,6.57,1894.46,3.6,154.56,8.19,7.48,16.61,-0.619,0.052995392,5.23
1894.07,4.25,0.23,0.2,6.57,1894.54,3.58,151.36,8.07,7.18,16.29,-0.628,0.053341176,5.16
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,152.63,7.73,6.69,16.46,-0.656,0.050634921,5.08
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,152.9,7.51,6.31,16.52,-0.647,0.049107143,5.01
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,152.36,7.61,6.2,16.5,-0.656,0.049930876,4.93
1894.11,4.34,0.21,0.17,6.66,1894.87,3.5,152.36,7.49,5.91,16.54,-0.687,0.049147465,4.85
1894.12,4.3,0.21,0.16,6.57,1894.96,3.48,153.14,7.48,5.7,16.67,-0.677,0.048837209,4.78
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,151.36,7.42,5.97,16.52,-0.353,0.049011765,4.74
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,149.22,7.36,6.23,16.33,-0.335,0.049331742,4.7
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,149.22,7.3,6.5,16.36,-0.359,0.048926014,4.66
1895.04,4.37,0.2,0.19,6.85,1895.29,3.5,149.15,6.94,6.48,16.39,-0.362,0.046521739,4.63
1895.05,4.61,0.2,0.2,6.95,1895.37,3.51,155.18,6.79,6.65,17.08,-0.343,0.043752711,4.59
1895.06,4.7,0.2,0.21,7.04,1895.46,3.52,156.08,6.64,6.81,17.21,-0.368,0.042553191,4.55
1895.07,4.72,0.2,0.21,6.95,1895.54,3.53,158.89,6.68,7.15,17.55,-0.371,0.042012712,4.51
1895.08,4.79,0.2,0.22,6.85,1895.62,3.54,163.48,6.71,7.51,18.07,-0.352,0.041064718,4.48
1895.09,4.82,0.2,0.23,6.85,1895.71,3.55,164.51,6.66,7.76,18.2,-0.377,0.040456432,4.44
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,162.12,6.6,8.02,17.94,-0.38,0.040694737,4.4
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,156.66,6.54,8.28,17.34,-0.361,0.041764706,4.36
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,149.52,6.58,8.65,16.55,-0.387,0.043981481,4.32
1896.01,4.27,0.19,0.25,6.66,1896.04,3.6,149.9,6.64,8.66,16.58,-0.183,0.044309133,4.3
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,158.48,6.71,8.66,17.52,-0.207,0.042314607,4.28
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,155.99,6.68,8.55,17.23,-0.185,0.042808219,4.27
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,159.73,6.75,8.55,17.64,-0.186,0.042239819,4.25
1896.05,4.4,0.19,0.23,6.37,1896.37,3.53,161.38,6.81,8.56,17.83,-0.21,0.042227273,4.23
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,160.85,6.89,8.56,17.78,-0.187,0.042824074,4.21
1896.07,4.04,0.18,0.23,6.28,1896.54,3.5,150.42,6.86,8.44,16.64,-0.188,0.045594059,4.19
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,141.86,6.82,8.31,15.7,-0.213,0.048110236,4.17
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,149.3,6.79,8.19,16.54,-0.19,0.045511222,4.15
1896.1,4.1,0.18,0.22,6.47,1896.79,3.45,148.16,6.57,7.83,16.44,-0.191,0.044317073,4.13
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,153.76,6.35,7.49,17.09,-0.216,0.041278539,4.11
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,148.14,6.32,7.37,16.5,-0.193,0.042654028,4.1
1897.01,4.22,0.18,0.22,6.47,1897.04,3.4,152.5,6.5,7.89,17.03,0,0.042654028,4.1
1897.02,4.18,0.18,0.23,6.47,1897.12,3.4,151.06,6.5,8.19,16.89,0,0.043062201,4.1
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,151.42,6.5,8.49,16.96,0,0.042959427,4.1
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,148.91,6.6,8.92,16.7,0,0.044334975,4.1
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,151.91,6.7,9.37,17.05,0,0.044117647,4.1
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,158.98,6.7,9.68,17.85,0,0.042154567,4.1
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,166.06,6.7,9.99,18.65,0,0.040358744,4.1
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,169.17,6.41,9.85,19.01,0,0.037894737,4.1
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,172.36,6.23,9.86,19.37,0,0.036144578,4.1
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,169.21,6.32,10.3,19.03,0,0.037344398,4.1
1897.11,4.65,0.18,0.3,6.66,1897.87,3.36,163.24,6.32,10.59,18.36,0,0.038709677,4.1
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,166.75,6.32,10.88,18.75,0,0.037894737,4.1
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,171.31,6.38,11,19.25,0.408,0.037233607,4.13
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,168.55,6.34,10.96,18.92,0.381,0.037638604,4.17
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,160.94,6.4,11.08,18.04,0.401,0.039784946,4.21
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,158.17,6.46,11.19,17.71,0.397,0.040853392,4.25
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,157.47,6.09,10.56,17.6,0.371,0.038665298,4.28
1898.06,5.06,0.19,0.33,6.76,1898.46,3.25,175.13,6.58,11.42,19.54,0.39,0.037549407,4.32
1898.07,5.08,0.19,0.33,6.66,1898.54,3.23,178.33,6.73,11.7,19.86,0.387,0.03773622,4.36
1898.08,5.27,0.19,0.34,6.66,1898.62,3.2,185,6.79,11.82,20.54,0.361,0.036679317,4.4
1898.09,5.26,0.2,0.34,6.66,1898.71,3.18,184.65,6.85,11.94,20.44,0.38,0.037072243,4.44
1898.1,5.15,0.2,0.34,6.66,1898.79,3.16,180.79,6.91,12.05,19.95,0.377,0.038194175,4.48
1898.11,5.32,0.2,0.35,6.66,1898.87,3.14,186.76,6.96,12.17,20.53,0.352,0.037274436,4.51
1898.12,5.65,0.2,0.35,6.76,1898.96,3.12,195.55,6.92,12.11,21.4,0.371,0.03539823,4.55
1899.01,6.08,0.2,0.36,6.76,1899.04,3.1,210.43,6.95,12.49,22.93,0.173,0.033026316,4.57
1899.02,6.31,0.2,0.37,6.95,1899.12,3.1,212.41,6.79,12.51,23.05,0.194,0.031965135,4.59
1899.03,6.4,0.2,0.38,6.95,1899.21,3.11,215.44,6.82,12.88,23.28,0.172,0.031640625,4.61
1899.04,6.48,0.2,0.39,7.04,1899.29,3.11,215.19,6.75,13.06,23.15,0.171,0.031373457,4.63
1899.05,6.21,0.2,0.4,7.04,1899.37,3.12,206.22,6.78,13.42,22.09,0.192,0.032882448,4.65
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,198.88,6.72,13.6,21.21,0.17,0.033772652,4.66
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,203.06,6.65,13.77,21.56,0.169,0.032770701,4.68
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,205.53,6.6,13.94,21.73,0.19,0.032096273,4.7
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,195.67,6.37,13.75,20.59,0.168,0.032574568,4.72
1899.1,6.34,0.21,0.46,7.71,1899.79,3.14,192.34,6.32,13.9,20.15,0.167,0.03285489,4.74
1899.11,6.46,0.21,0.47,7.8,1899.87,3.14,193.59,6.27,14.06,20.2,0.187,0.032383901,4.76
1899.12,6.02,0.21,0.48,7.9,1899.96,3.15,178.23,6.22,14.21,18.51,0.166,0.034883721,4.78
1900.01,6.1,0.22,0.48,7.9,1900.04,3.15,180.6,6.44,14.21,18.67,1.524,0.035655738,4.95
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,181.67,6.58,14.04,18.7,1.472,0.036231884,5.12
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,183.13,6.8,14.04,18.78,1.424,0.037140575,5.29
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,185.47,7.02,14.04,18.94,1.379,0.03785489,5.46
1900.05,6.04,0.25,0.48,7.8,1900.37,3.13,181.01,7.42,14.38,18.4,1.336,0.040976821,5.63
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,177.78,7.74,14.56,17.99,1.296,0.043515358,5.8
1900.07,5.86,0.26,0.48,7.8,1900.54,3.13,175.61,7.87,14.38,17.69,1.259,0.044795222,5.97
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,180.21,8.19,14.56,18.07,1.223,0.045454545,6.14
1900.09,5.8,0.28,0.48,7.8,1900.71,3.12,173.81,8.32,14.38,17.34,1.19,0.047844828,6.31
1900.1,6.01,0.29,0.48,7.71,1900.79,3.11,182.33,8.65,14.56,18.1,1.158,0.047420965,6.48
1900.11,6.48,0.29,0.48,7.71,1900.87,3.11,196.59,8.87,14.56,19.42,1.128,0.045138889,6.66
1900.12,6.87,0.3,0.48,7.61,1900.96,3.1,211.03,9.22,14.74,20.74,1.1,0.043668122,6.83
1901.01,7.07,0.3,0.48,7.71,1901.04,3.1,214.49,9.15,14.61,20.98,0.245,0.042673267,6.86
1901.02,7.25,0.3,0.48,7.61,1901.12,3.11,222.7,9.32,14.85,21.68,0.23,0.041834483,6.9
1901.03,7.51,0.31,0.49,7.61,1901.21,3.11,230.69,9.37,14.9,22.35,0.243,0.040612517,6.94
1901.04,8.14,0.31,0.49,7.52,1901.29,3.12,253.2,9.54,15.14,24.41,0.241,0.037678133,6.98
1901.05,7.73,0.31,0.49,7.52,1901.37,3.13,240.45,9.59,15.19,23.06,0.226,0.039883571,7.01
1901.06,8.5,0.31,0.49,7.52,1901.46,3.13,264.4,9.64,15.24,25.24,0.239,0.036470588,7.05
1901.07,7.93,0.31,0.49,7.61,1901.54,3.14,243.59,9.57,15.1,23.14,0.238,0.039306431,7.09
1901.08,8.04,0.31,0.49,7.71,1901.62,3.15,243.92,9.5,14.97,23.08,0.222,0.038967662,7.13
1901.09,8,0.32,0.5,7.8,1901.71,3.15,239.74,9.44,14.83,22.59,0.235,0.039375,7.17
1901.1,7.91,0.32,0.5,7.8,1901.79,3.16,237.05,9.49,14.89,22.25,0.234,0.040037927,7.21
1901.11,8.08,0.32,0.5,7.9,1901.87,3.17,239.22,9.42,14.75,22.38,0.219,0.039393564,7.24
1901.12,7.95,0.32,0.5,7.99,1901.96,3.17,232.57,9.36,14.63,21.68,0.231,0.040251572,7.28
1902.01,8.12,0.32,0.51,7.9,1902.04,3.18,240.41,9.5,15.12,22.34,0.108,0.039507389,7.3
1902.02,8.19,0.32,0.52,7.9,1902.12,3.19,242.48,9.52,15.45,22.46,0.122,0.039279609,7.32
1902.03,8.2,0.32,0.53,7.9,1902.21,3.2,242.78,9.55,15.77,22.41,0.108,0.039329268,7.34
1902.04,8.48,0.32,0.54,7.99,1902.29,3.21,248.08,9.46,15.89,22.82,0.108,0.038125,7.36
1902.05,8.46,0.32,0.55,8.09,1902.37,3.22,244.58,9.37,16.02,22.43,0.121,0.038321513,7.38
1902.06,8.41,0.33,0.57,8.18,1902.46,3.23,240.31,9.29,16.14,21.96,0.107,0.038644471,7.39
1902.07,8.6,0.33,0.58,8.18,1902.54,3.24,245.74,9.31,16.45,22.39,0.107,0.037883721,7.41
1902.08,8.83,0.33,0.59,8.09,1902.62,3.25,255.28,9.44,16.96,23.17,0.12,0.036998867,7.43
1902.09,8.85,0.33,0.6,8.18,1902.71,3.26,252.88,9.36,17.07,22.86,0.106,0.03700565,7.45
1902.1,8.57,0.33,0.61,8.75,1902.79,3.27,228.91,8.77,16.25,20.6,0.106,0.038308051,7.47
1902.11,8.24,0.33,0.62,8.47,1902.87,3.28,227.51,9.09,17.1,20.41,0.119,0.039951456,7.49
1902.12,8.05,0.33,0.63,8.56,1902.96,3.29,219.8,9.01,17.2,19.63,0.105,0.040993789,7.51
1903.01,8.46,0.33,0.62,8.66,1903.04,3.3,228.45,8.96,16.79,20.32,0.223,0.039208038,7.55
1903.02,8.41,0.33,0.61,8.66,1903.12,3.31,227.1,9,16.56,20.11,0.209,0.039631391,7.58
1903.03,8.08,0.34,0.61,8.37,1903.21,3.32,225.63,9.35,16.89,19.88,0.221,0.041460396,7.62
1903.04,7.75,0.34,0.6,8.37,1903.29,3.33,216.42,9.4,16.66,18.98,0.22,0.043445161,7.66
1903.05,7.6,0.34,0.59,8.18,1903.37,3.33,217.16,9.67,16.81,18.95,0.206,0.044513158,7.7
1903.06,7.18,0.34,0.58,8.18,1903.46,3.34,205.16,9.72,16.57,17.82,0.218,0.04735376,7.74
1903.07,6.85,0.34,0.57,8.18,1903.54,3.35,195.73,9.76,16.34,16.92,0.217,0.049883212,7.77
1903.08,6.63,0.34,0.56,8.18,1903.62,3.36,189.45,9.81,16.1,16.3,0.203,0.051779789,7.81
1903.09,6.47,0.35,0.56,8.28,1903.71,3.37,182.75,9.74,15.68,15.65,0.215,0.053323029,7.85
1903.1,6.26,0.35,0.55,8.18,1903.79,3.38,178.87,9.91,15.62,15.25,0.213,0.055383387,7.89
1903.11,6.28,0.35,0.54,8.09,1903.87,3.38,181.56,10.07,15.56,15.41,0.2,0.055461783,7.92
1903.12,6.57,0.35,0.53,8.09,1903.96,3.39,189.94,10.12,15.32,16.04,0.211,0.053272451,7.96
1904.01,6.68,0.35,0.53,8.28,1904.04,3.4,188.68,9.79,14.88,15.86,-0.411,0.051901198,7.89
1904.02,6.5,0.34,0.52,8.47,1904.12,3.41,179.47,9.48,14.45,15.02,-0.428,0.052815385,7.81
1904.03,6.48,0.34,0.52,8.37,1904.21,3.41,180.95,9.49,14.52,15.08,-0.419,0.052469136,7.74
1904.04,6.64,0.34,0.52,8.28,1904.29,3.42,187.55,9.51,14.59,15.57,-0.424,0.050707831,7.66
1904.05,6.5,0.33,0.51,8.09,1904.37,3.43,187.92,9.64,14.84,15.53,-0.441,0.051276923,7.58
1904.06,6.51,0.33,0.51,8.09,1904.46,3.43,188.21,9.54,14.74,15.47,-0.432,0.050691244,7.51
1904.07,6.78,0.33,0.51,8.09,1904.54,3.44,196.01,9.44,14.65,16.04,-0.436,0.048185841,7.43
1904.08,7.01,0.32,0.5,8.18,1904.62,3.45,200.3,9.24,14.38,16.3,-0.454,0.046119829,7.36
1904.09,7.32,0.32,0.5,8.28,1904.71,3.45,206.76,9.04,14.12,16.74,-0.446,0.043715847,7.28
1904.1,7.75,0.32,0.5,8.28,1904.79,3.46,218.9,8.95,14.03,17.63,-0.45,0.040864516,7.21
1904.11,8.17,0.31,0.49,8.47,1904.87,3.47,225.58,8.65,13.62,18.08,-0.469,0.038347613,7.13
1904.12,8.25,0.31,0.49,8.47,1904.96,3.47,227.79,8.56,13.53,18.16,-0.46,0.037575758,7.05
1905.01,8.43,0.31,0.51,8.47,1905.04,3.48,232.76,8.61,13.94,18.46,0.238,0.036975089,7.09
1905.02,8.8,0.31,0.52,8.47,1905.12,3.48,242.98,8.65,14.36,19.17,0.222,0.035602273,7.13
1905.03,9.05,0.32,0.54,8.37,1905.21,3.47,252.72,8.8,14.94,19.83,0.235,0.03480663,7.17
1905.04,8.94,0.32,0.55,8.37,1905.29,3.47,249.65,8.84,15.36,19.48,0.234,0.035425056,7.21
1905.05,8.5,0.32,0.57,8.28,1905.37,3.46,240.09,8.99,15.96,18.63,0.219,0.037447059,7.24
1905.06,8.6,0.32,0.58,8.28,1905.46,3.46,242.91,9.04,16.38,18.74,0.231,0.037209302,7.28
1905.07,8.87,0.32,0.6,8.28,1905.54,3.46,250.54,9.09,16.81,19.21,0.23,0.03626832,7.32
1905.08,9.2,0.32,0.61,8.37,1905.62,3.45,256.91,9.03,17.03,19.57,0.215,0.035141304,7.36
1905.09,9.23,0.33,0.63,8.28,1905.71,3.45,260.71,9.18,17.65,19.74,0.228,0.035211268,7.39
1905.1,9.36,0.33,0.64,8.28,1905.79,3.44,264.38,9.23,18.08,19.9,0.227,0.034903846,7.43
1905.11,9.31,0.33,0.66,8.37,1905.87,3.44,259.98,9.17,18.29,19.44,0.212,0.035263158,7.47
1905.12,9.54,0.33,0.67,8.47,1905.96,3.43,263.41,9.11,18.5,19.58,0.224,0.034591195,7.51
1906.01,9.87,0.34,0.68,8.47,1906.04,3.43,272.52,9.27,18.71,20.13,0.757,0.03402229,7.64
1906.02,9.8,0.34,0.69,8.47,1906.12,3.45,270.59,9.43,18.91,19.87,0.756,0.034867347,7.77
1906.03,9.56,0.35,0.69,8.47,1906.21,3.47,263.96,9.59,19.12,19.26,0.731,0.036349372,7.91
1906.04,9.43,0.35,0.7,8.47,1906.29,3.49,260.37,9.75,19.33,18.88,0.719,0.037465536,8.04
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,250.65,9.81,19.32,18.05,0.719,0.03912854,8.17
1906.06,9.3,0.37,0.72,8.56,1906.46,3.53,253.93,9.97,19.52,18.17,0.696,0.039247312,8.3
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,255.9,10.47,20.41,18.2,0.685,0.040927152,8.44
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,268.65,10.4,20.16,18.97,0.686,0.038715313,8.57
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,273.86,10.44,20.14,19.2,0.664,0.038135593,8.7
1906.1,9.73,0.39,0.75,8.75,1906.79,3.61,259.89,10.37,19.9,18.1,0.654,0.039907503,8.83
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,262.38,10.42,19.88,18.14,0.655,0.039697885,8.97
1906.12,9.84,0.4,0.76,8.94,1906.96,3.65,257.24,10.46,19.87,17.66,0.634,0.040650407,9.1
1907.01,9.56,0.4,0.75,8.85,1907.04,3.67,252.61,10.66,19.86,17.22,0.357,0.042186192,9.18
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,239.53,10.52,19.23,16.22,0.365,0.043920086,9.25
1907.03,8.35,0.41,0.74,8.94,1907.21,3.7,218.29,10.72,19.21,14.69,0.351,0.049101796,9.33
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,219.33,10.8,19,14.67,0.348,0.049261025,9.4
1907.05,8.1,0.42,0.72,9.13,1907.37,3.74,207.34,10.67,18.39,13.79,0.356,0.051444444,9.48
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,198.62,10.64,17.99,13.14,0.343,0.053571429,9.56
1907.07,8.14,0.42,0.7,9.23,1907.54,3.77,206.22,10.72,17.78,13.59,0.34,0.052002457,9.63
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,190.76,10.81,17.56,12.51,0.347,0.056666667,9.71
1907.09,7.45,0.43,0.69,9.23,1907.71,3.8,188.74,10.89,17.35,12.33,0.335,0.057718121,9.78
1907.1,6.64,0.43,0.68,9.32,1907.79,3.82,166.5,10.87,16.97,10.83,0.332,0.065256024,9.86
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,163.39,11.42,17.47,10.59,0.339,0.069872,9.94
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,175.49,11.75,17.63,11.33,0.327,0.066971081,10.01
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,184.98,11.79,17.64,11.9,-0.327,0.063751825,9.94
1908.02,6.6,0.43,0.65,8.56,1908.12,3.86,180.21,11.83,17.66,11.55,-0.339,0.065651515,9.86
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,187.58,11.74,17.47,11.98,-0.332,0.062590975,9.78
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,195.51,11.52,17.1,12.45,-0.335,0.058936464,9.71
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,206.04,11.43,16.92,13.08,-0.347,0.055478375,9.63
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,206.31,11.34,16.74,13.05,-0.34,0.054973822,9.56
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,211.55,11.13,16.38,13.35,-0.343,0.052613636,9.48
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,220.63,11.04,16.21,13.88,-0.356,0.05003632,9.4
1908.09,8.17,0.41,0.6,8.75,1908.71,3.8,218.22,10.95,16.03,13.7,-0.348,0.050183599,9.33
1908.1,8.27,0.41,0.59,8.85,1908.79,3.79,218.52,10.75,15.68,13.69,-0.351,0.049177751,9.25
1908.11,8.83,0.4,0.59,8.94,1908.87,3.78,230.84,10.54,15.34,14.44,-0.365,0.045673839,9.18
1908.12,9.03,0.4,0.58,9.04,1908.96,3.77,233.58,10.35,15,14.58,-0.357,0.044296788,9.1
1909.01,9.06,0.4,0.6,8.94,1909.04,3.76,236.85,10.54,15.55,14.76,0.357,0.044514349,9.18
1909.02,8.8,0.41,0.61,9.04,1909.12,3.77,227.63,10.52,15.78,14.17,0.365,0.046215909,9.25
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,230.73,10.61,16.17,14.34,0.351,0.045964126,9.33
1909.04,9.32,0.41,0.64,9.23,1909.29,3.8,236.11,10.47,16.21,14.65,0.348,0.044345494,9.4
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,241.47,10.45,16.42,14.95,0.356,0.043271028,9.48
1909.06,9.8,0.42,0.67,9.42,1909.46,3.82,243.25,10.43,16.63,15.04,0.343,0.042857143,9.56
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,246.73,10.51,17,15.23,0.34,0.042585513,9.63
1909.08,10.18,0.43,0.7,9.51,1909.62,3.85,250.16,10.49,17.2,15.42,0.347,0.041915521,9.71
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,247.93,10.46,17.4,15.25,0.335,0.042198234,9.78
1909.1,10.23,0.43,0.73,9.8,1909.79,3.87,244.07,10.34,17.42,14.99,0.332,0.042355816,9.86
1909.11,10.18,0.44,0.75,9.9,1909.87,3.89,240.54,10.32,17.6,14.75,0.339,0.042897839,9.94
1909.12,10.3,0.44,0.76,9.99,1909.96,3.9,241.06,10.3,17.79,14.75,0.327,0.042718447,10.01
1910.01,10.08,0.44,0.76,9.9,1910.04,3.91,238.18,10.46,17.9,14.55,0.246,0.04389881,10.07
1910.02,9.72,0.45,0.76,9.9,1910.12,3.92,229.67,10.51,17.84,14,0.245,0.045781893,10.12
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,230.9,10.37,17.45,14.05,0.243,0.044929719,10.18
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,223.23,10.33,17.22,13.56,0.242,0.046296296,10.24
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,223.74,10.59,17.49,13.57,0.241,0.047332636,10.3
1910.06,9.1,0.46,0.75,9.9,1910.46,3.94,215.02,10.75,17.6,13.02,0.239,0.05,10.35
1910.07,8.64,0.46,0.74,9.9,1910.54,3.95,204.15,10.81,17.54,12.34,0.238,0.052951389,10.41
1910.08,8.85,0.46,0.74,9.8,1910.62,3.95,211.14,10.97,17.65,12.75,0.237,0.051977401,10.47
1910.09,8.91,0.46,0.74,9.7,1910.71,3.96,214.66,11.14,17.77,12.94,0.235,0.051907969,10.52
1910.1,9.32,0.47,0.74,9.42,1910.79,3.96,231.34,11.54,18.24,13.92,0.234,0.049892704,10.58
